,store,address,phone,address2,경도,위도
163,대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),127.067788,37.4993067
164,분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,127.105573,37.3706962
165,신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층  ,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,127.025551,37.5045307
166,강서그랜드아이파크점,서울시 강서구 화곡6동 1095번지 1층  ,02-2699-7462,서울특별시 강서구 화곡6동 1095번지 1층,126.851272,37.5548214
167,상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층  ,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,126.892885,37.5784369
168,연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)  ",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)",126.943308,37.5630205
169,평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층  ",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",126.8928659,37.5782424
170,마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층  ,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,126.9432697,37.5629548
171,수원역점,"경기도 수원시 팔달구 매산로 11,  2층  ",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층",126.967005,37.396648
172,부천역점,경기도 부천시 부천로4 2층  ,032-668-7890,경기도 부천시 부천로4 2층,126.7765701,37.6530762
173,장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체  ",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",127.0027248,37.2674137
174,서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호  ,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,127.009162,37.4919729
175,수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층  ,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,127.057557,37.2462155
176,대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,127.059094,37.5030054
177,매헌역점,서울시 서초구 동산로 1  1층  ,02-2058-0921,서울특별시 서초구 동산로 1 1층,127.040122,37.4689912
178,문래동점,서울시 영등포구 문래동6가 5번지 1층  ,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,126.889033,37.5196345
179,해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,129.1615783,35.15992147
180,역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층  ,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,127.039867,37.501049
181,수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,127.09204,37.3359459
182,파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층  ,031-949-1408,경기도 파주시 청암로 17번길 17 1층,126.736734,37.7295179
183,잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층  ,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,127.019446,37.5109559
184,천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,127.123483,37.5402937
185,강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,127.123483,37.5402937
186,홍대역8번출구점,서울시 마포구 양화로18안길 7 2층  ,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,127.126124,37.2710858
187,산본역점,경기도 군포시 광정로58 1층 104호 및 2층  ,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,127.126124,37.2710858
188,부천상동점,경기도 부천시 길주로 111 센타플라자 1층  ,032-329-9471,경기도 부천시 길주로 111 센타플라자 1층,126.925148,37.5568654
189,안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층  ,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,126.754851,37.5063031
190,원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층  ,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,126.921886,37.399521
191,송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층  ",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",127.927545,37.3457082
192,화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호  ,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,127.123645,37.4805933
193,강남역12번출구점,서울특별시 강남구 테헤란로 111 2층  ,02-569-5838,서울특별시 강남구 테헤란로 111 2층,126.832991,37.6317139
194,서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층  ,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,127.029247,37.4988806
195,송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113  ,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,127.024509,37.497485
196,문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층  ,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,127.123645,37.4805933
197,상봉역점,서울특별시 중랑구 망우로 291 1층  ,02-493-8902,서울특별시 중랑구 망우로 291 1층,127.121019,37.4855155
198,강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층  ,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,127.084769,37.596432
199,노원역점,"서울시 노원구 노해로 490, 길빌딩 2층  ",02-952-9577,"서울특별시 노원구 노해로 490, 길빌딩 2층",127.15588,37.5526444
200,합정역점,"서울시 마포구 독막로 13, 2층  ",02-338-9178,"서울특별시 마포구 독막로 13, 2층",127.0624136,37.65441321
201,종각역점,서울시 종로구 종로 70 2층  ,02-739-6268,서울특별시 종로구 종로 70 2층,126.9150651,37.54881276
202,평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층  ",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",126.9851718,37.56991532
203,몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층  ",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",127.1115018,37.00046893
204,도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층  ",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",127.1127569,37.51692188
205,강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)  ",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",127.0416509,37.4922289
206,송도트리플스트리트점," 인천 연수구 송도과학로 16번길 33-4 D동 119호,207호  ",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",127.025725,37.63909561
207,구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층  ,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,126.6628418,37.37866084
208,여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층  ,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,127.0948977,37.5398582
209,현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층  ,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,126.928067,37.51974753
210,합정푸르지오점,"서울특별시 마포구 월드컵로 3길14, 푸르지오2차 227,.228.229호  ",02-338-7684,"서울특별시 마포구 월드컵로 3길14, 푸르지오2차 227,.228.229호",127.1249619,37.47761492
211,신논현역2번출구점,서울시 서초구 강남대로 475 2층  ,02-541-9650,서울특별시 서초구 강남대로 475 2층,126.9123431,37.55103548
212,위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층  ,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,127.0238596,37.50472601
213,혜화역1번출구점,서울특별시 종로구 대학로 128 2층  ,02-766-7937,서울특별시 종로구 대학로 128 2층,127.1434018,37.47942968
214,한성대입구역점,서울특별시 성북구 삼선교로 12 1층  ,02-766-7951,서울특별시 성북구 삼선교로 12 1층,127.0021626,37.5827143
215,한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층  ,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,127.055245,37.4966731
216,논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층  ",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",127.026049,37.5055036
217,부산수영역점,부산광역시 수영구 수영로 667 1층  ,051-759-9046,부산광역시 수영구 수영로 667 1층,129.114481,35.1653365
218,수원송죽DT점,경기도 수원시 장안구 경수대로 989  ,031-248-6086,경기도 수원시 장안구 경수대로 989,127.002872,37.3050393
219,동교동삼거리점,서울특별시 마포구 양화로 196(동교동)  ,02-336-9198 ,서울특별시 마포구 양화로 196(동교동),126.926493,37.5583349
220,성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동)  ,031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),127.140953,37.4433986
221,응암동점 ,"서울시 은평구 은평로 121(응암동), 메디컬빌딩  ",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",126.921072,37.6004345
222,서수원이마트점,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층  ",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",126.970486,37.2823743
223,양천향교역점,서울특별시 강서구 강서로 457(마곡동)  ,02-3665-9506,서울특별시 강서구 강서로 457(마곡동),126.840405,37.5662227
224,성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층  ",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",126.974304,37.2936923
225,마곡마커스빌딩점 ,서울특별시 강서구 마곡동로 55 마커스빌딩 1층  ,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,126.833005,37.5600406
226,방이역4번출구점,서울 송파구 방이동 206-11  ,02-420-0386,서울특별시 송파구 방이동 206-11,127.125773,37.509342
227,IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층)  ,02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),126.925282,37.5249613
228,동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)  ",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",127.056415,37.2110303
229,수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동)  ,031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),127.026457,37.2688692
230,인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124)  ,032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),126.432186,37.4702126
231,부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층  ",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",129.060885,35.1575367
232,분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층  ,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,127.125359,37.4093758
233,신용산역래미안점,서울시 용산구 한강대로95  ,02-2074-1049,서울특별시 용산구 한강대로95,126.966628,37.5288009
234,선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층  ,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,127.048995,37.5037757
235,광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점  ,02-899-7460,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,126.880692,37.417173
236,새문안로점,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층   ",02-739-5806,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",126.974736,37.570474
237,문정동환인제약빌딩점,서울특별시 송파구 법원로6길 11 환인빌딩 1층   ,02-449-9569,서울특별시 송파구 법원로6길 11 환인빌딩 1층,127.122237,37.4836492
238,경희대점,서울시 동대문구 경희대로 10 (회기동)  ,02-3295-4552,서울특별시 동대문구 경희대로 10 (회기동),127.052653,37.5923779
239,파주DT점,경기도 파주시 문발로 131  ,031-8070-0028,경기도 파주시 문발로 131,126.686126,37.7062837
240,창원시티세븐점,경남 창원시 의창구 원이대로 320 더시티세븐 1F Skycone 105호  ,055-600-5361,경상남도 창원시 의창구 원이대로 320 더시티세븐 1F Skycone 105호,128.653254,35.240332
241,종로구청앞점,서울특별시 종로구 종로3길 34  ,02-739-6151,서울특별시 종로구 종로3길 34,126.979468,37.5718534
242,상수역점,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층  ",02-325-6804,"서울특별시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",126.923177,37.5481065
243,안양시청앞점,"경기도 안양시 동안구 시민대로 260, 1층 104,105호  ",031-5177-4770,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",126.959441,37.3935214
244,하남신세계백화점 B1점,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관  ",031-8072-1641,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",127.223737,37.5454092
245,종로센트로폴리스점,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6  ",02-6370-5845,"서울특별시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",126.983282,37.5717099
246,잠실향군타워점, 서울특별시 송파구 올림픽로35길 123 1층  ,02-412-8812,서울특별시 송파구 올림픽로35길 123 1층,127.101251,37.5166093
247,부산서면점,부산 부산진구 서면로 62-1 에이스메디컬타워 1F  ,051-802-4282,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,129.058067,35.1563139
248,영종도운서역점,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)  ",032-746-9822,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",126.491556,37.4933959
249,동대입구역점,"서울시 중구 장충동2가 188-11, 188-4, 188-5  ",02-2264-8247,"서울특별시 중구 장충동2가 188-11, 188-4, 188-5",127.005197,37.5597281
250,해운대센텀호텔점,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호  ,051-743-5088,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,129.132927,35.1678248
251,교대법원점,"서울 서초구 서초중앙로 156, 1층  ",02- 3664-7716  ,"서울특별시 서초구 서초중앙로 156, 1층",127.013505,37.4956126
252,부천북부역사거리점,경기도 부천시 부천로25  ,032-655-8954,경기도 부천시 부천로25,126.782651,37.4866891
253,부산남포역점,부산 중구 해관로 1 희남빌딩 1층  ,051-246-6284,부산 중구 해관로 1 희남빌딩 1층,129.035672,35.0989906
254,광주상무역점,"광주 서구 상무중앙로 9, 동양빌딩 1F  ",062-385-8371,"광주광역시 서구 상무중앙로 9, 동양빌딩 1F",126.847868,35.1477091
255,김포장기DT점,경기도 김포시 태장로 819  ,031-987-0409,경기도 김포시 태장로 819,126.677653,37.6363544
256,서초동점,서울특별시 서초구 반포대로70  ,02-3665-9507,서울특별시 서초구 반포대로70,127.010519,37.486693
257,남양주화도DT점,경기도 남양주시 경춘로 1641  ,031-591-2406,경기도 남양주시 경춘로 1641,127.273526,37.6540356
258,선정릉역점,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층  ,02-2058-3028,서울특별시 강남구 봉은사로 331 SH빌딩점 B1-1층,127.042949,37.5102742
259,화곡역점,서울시 강서구 강서로 162  ,02-766-7952,서울특별시 강서구 강서로 162,126.841047,37.5413382
260,부천스타필드시티점,경기도 부천시 옥길동 768 부천스타필드시티점 4층  ,02-6386-1423,경기도 부천시 옥길동 768 부천스타필드시티점 4층,126.813898,37.4614606
261,송도푸르지오월드마크점,"인천시 연수구 컨벤시아대로 60, 1층  ",032-851-6269,"인천시 연수구 컨벤시아대로 60, 1층",126.650688,37.3973247
262,광주문화전당역점,광주광역시 동구 서남동 서석로 44 1층 ~ 2층  ,062-236-6591,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,126.91841,35.1465522
263,대구228공원앞점, 대구광역시 중구 동성로3길 106  , 053-421-7436,대구광역시 중구 동성로3길 106,128.598779,35.8699881
264,삼성루첸타워점,서울 강남구 대치동 943-2 루첸타워 1층 로비  ,02-994-8879,서울특별시 강남구 대치동 943-2 루첸타워 1층 로비,127.058634,37.506988
265,수원AK플라자점,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층  ,031-240-2246 ｜ 031-278-7641,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,126.999872,37.2661507
266,하나은행을지로본점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터  ,02-338-9179,서울특별시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,126.981959,37.5664209
267,선릉KSA한국표준협회점,서울시 강남구 테헤란로69길 5 DT센터점 1층  ,02-3141-7948,서울특별시 강남구 테헤란로69길 5 DT센터점 1층,127.052379,37.506198
268,논현역6번출구앞점,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 )  ,02-755-3301,서울특별시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),127.020441,37.5120009
269,이태원몬드리안호텔점,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호  ,02-3775-0548,서울특별시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,126.993271,37.5289499
270,광주봉선점,광주광역시 남구 봉선로 168  ,062-671-3371,광주광역시 남구 봉선로 168,126.913508,35.122843
271,KB국민은행노원역점,"서울시 노원구 동일로 1405, 1층 일부  ",02-930-9486,"서울특별시 노원구 동일로 1405, 1층 일부",127.060197,37.6538033
272,수서역원방빌딩점,서울 강남구 광평로 51길 6-23 원방테크사옥 1층  ,02-3473-3830,서울특별시 강남구 광평로 51길 6-23 원방테크사옥 1층,127.103916,37.4887031
273,송파헬리오시티점,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 )  ,02-777-3363,서울특별시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),127.102515,37.4975972
274,청계천을지로점,서울 중구 남대문로10길 33 1F  ,02-723-1771,서울특별시 중구 남대문로10길 33 1F,126.984483,37.5677818
275,서초중앙로점,"서울시 서초구 서초중앙로 209, 해성빌딩 1층  ",02-537-2992,"서울특별시 서초구 서초중앙로 209, 해성빌딩 1층",127.011753,37.500298
276,일산동구청점,경기도 고양시 일산동구 정발산로 38  ,031-903-3989,경기도 고양시 일산동구 정발산로 38,126.773133,37.6566965
277,부산화명수정역점,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호  ",051-361-3370,"부산광역시 북구 학사로 8 (화명동 2312), 크리스탈타워 2층 201~202호",129.008852,35.224042
